"C.hirsutaOX","A.thaliana.TAIR10"
"Chir05Ox-b06350.2","AT3G28600"
"Chir05Ox-b06380.2","AT3G28630"
"Chir05Ox-b06390.2","AT3G28660"
"Chir05Ox-b06400.2","AT3G28670"
"Chir05Ox-b06420.2","AT3G28690"
"Chir05Ox-b06430.2","AT1G45616"
"Chir05Ox-b06450.2","AT3G28700"
"Chir05Ox-b06490.2","AT3G30370"
"Chir05Ox-b06520.2","AT3G28710"
"Chir05Ox-b06580.2","AT3G17500"
"Chir05Ox-b06610.2","AT3G28720"
"Chir05Ox-b06620.2","AT3G28730"
"Chir05Ox-b06630.2","AT3G28740"
"Chir05Ox-b06650.2","AT3G28750"
"Chir05Ox-b06660.2","AT3G28760"
"Chir05Ox-b06670.2","AT3G28770"
"Chir05Ox-b06680.2","AT3G28780"
"Chir05Ox-b06720.2","AT3G28830"
"Chir05Ox-b06740.2","AT3G28840"
"Chir05Ox-b06750.2","AT3G28850"
"Chir05Ox-b06780.2","AT3G28857"
"Chir05Ox-b06790.2","AT3G28860"
"Chir05Ox-b06820.2","AT3G28880"
"Chir05Ox-b06830.2","AT3G28900"
"Chir05Ox-b06840.2","AT3G28910"
"Chir05Ox-b06870.2","AT3G28917"
"Chir05Ox-b06900.2","AT3G28920"
"Chir05Ox-b06910.2","AT3G28930"
"Chir05Ox-b06930.2","AT3G28950"
"Chir05Ox-b06950.2","AT3G28970"
"Chir05Ox-b06960.2","AT3G28980"
"Chir05Ox-b06970.2","AT3G29000"
"Chir05Ox-b06980.2","AT3G29010"
"Chir05Ox-b06990.2","AT3G29020"
"Chir05Ox-b07000.2","AT3G29030"
"Chir05Ox-b07040.2","AT3G29034"
"Chir05Ox-b07050.2","AT3G29035"
"Chir05Ox-b07100.2","AT5G36150"
"Chir05Ox-b07120.2","AT3G29060"
"Chir05Ox-b07130.2","AT3G29070"
"Chir05Ox-b07140.2","AT3G29075"
"Chir05Ox-b07150.2","AT3G29130"
"Chir05Ox-b07160.2","AT3G29090"
"Chir05Ox-b07200.2","AT3G29152"
"Chir05Ox-b07210.2","AT3G29160"
"Chir05Ox-b07220.2","AT3G29170"
"Chir05Ox-b07230.2","AT3G29180"
"Chir05Ox-b07250.2","AT3G29185"
"Chir05Ox-b07260.2","AT3G42860"
"Chir05Ox-b07270.2","AT2G11015"
"Chir05Ox-b07280.2","AT3G42880"
"Chir05Ox-b07320.2","AT3G42960"
"Chir05Ox-b07340.2","AT3G42950"
"Chir05Ox-b07360.2","AT3G43110"
"Chir05Ox-b07370.2","AT3G43120"
"Chir05Ox-b07380.2","AT2G03140"
"Chir05Ox-b07460.2","AT3G43590"
"Chir05Ox-b07480.2","AT3G43720"
"Chir05Ox-b07530.2","AT3G43860"
"Chir05Ox-b07550.2","AT4G20520"
"Chir05Ox-b07570.2","AT3G29360"
"Chir05Ox-b07580.2","AT3G29350"
"Chir05Ox-b07590.2","AT3G29340"
"Chir05Ox-b07600.2","AT3G29320"
"Chir05Ox-b07610.2","AT3G29310"
"Chir05Ox-b07620.2","AT3G29300"
"Chir05Ox-b07650.2","AT3G29290"
"Chir05Ox-b07670.2","AT3G29270"
"Chir05Ox-b07680.2","AT4G12005"
"Chir05Ox-b07690.2","AT3G29260"
"Chir05Ox-b07700.2","AT3G29240"
"Chir05Ox-b07710.2","AT3G29230"
"Chir05Ox-b07730.2","AT3G32980"
"Chir05Ox-b07750.2","AT3G30842"
"Chir05Ox-b07760.2","AT3G29200"
"Chir05Ox-b07800.2","AT3G42800"
"Chir05Ox-b07880.2","AT3G42790"
"Chir05Ox-b07890.2","AT3G09130"
"Chir05Ox-b07910.2","AT3G42660"
"Chir05Ox-b07930.2","AT3G42670"
"Chir05Ox-b07940.2","AT3G50930"
"Chir05Ox-b07960.2","AT3G42640"
"Chir05Ox-b07970.2","AT3G42630"
"Chir05Ox-b07980.2","AT3G42180"
"Chir05Ox-b07990.2","AT3G42170"
"Chir05Ox-b08000.2","AT3G33530"
"Chir05Ox-b08010.2","AT3G33520"
"Chir05Ox-b08020.2","AT1G52300"
"Chir05Ox-b08030.2","AT3G32940"
"Chir05Ox-b08040.2","AT3G32930"
"Chir05Ox-b08050.2","AT3G30775"
"Chir05Ox-b08080.2","AT3G30530"
"Chir05Ox-b08100.2","AT3G30390"
"Chir05Ox-b08140.2","AT3G30380"
"Chir05Ox-b08150.2","AT3G43220"
"Chir05Ox-b08170.2","AT3G43230"
"Chir05Ox-b08180.2","AT3G43240"
"Chir05Ox-b08190.2","AT5G41660"
"Chir05Ox-b08200.2","AT3G30340"
"Chir05Ox-b08210.2","AT3G30350"
"Chir05Ox-b08250.2","AT3G43300"
"Chir05Ox-b08280.2","AT3G30300"
"Chir05Ox-b08300.2","AT3G30260"
"Chir05Ox-b08350.2","AT3G30180"
"Chir05Ox-b08360.2","AT2G10440"
"Chir05Ox-b08370.2","AT3G29970"
"Chir05Ox-b08380.2","AT3G29810"
"Chir05Ox-b08400.2","AT3G29770"
"Chir05Ox-b08420.2","AT3G29760"
"Chir05Ox-b08450.2","AT3G29670"
"Chir05Ox-b08470.2","AT3G29575"
"Chir05Ox-b08490.2","AT3G31430"
"Chir05Ox-b08510.2","AT3G29590"
"Chir05Ox-b08530.2","AT3G29400"
"Chir05Ox-b08560.2","AT3G29390"
"Chir05Ox-b08580.2","AT3G29380"
"Chir05Ox-b08600.2","AT3G29385"
"Chir05Ox-b08640.2","AT3G44190"
"Chir05Ox-b08650.2","AT3G44170"
"Chir05Ox-b08660.2","AT3G44160"
"Chir05Ox-b08670.2","AT3G44150"
"Chir05Ox-b08690.2","AT5G35540"
"Chir05Ox-b08720.2","AT3G44100"
"Chir05Ox-b08810.2","AT3G44050"
"Chir05Ox-b08820.2","AT3G44020"
"Chir05Ox-b08840.2","AT3G44200"
"Chir05Ox-b08860.2","AT3G44220"
"Chir05Ox-b08910.2","AT3G44260"
"Chir05Ox-b08920.2","AT3G44280"
"Chir05Ox-b08940.2","AT3G44290"
"Chir05Ox-b08960.2","AT3G44326"
"Chir05Ox-b08970.2","AT3G44330"
"Chir05Ox-b08980.2","AT3G44340"
"Chir05Ox-b08990.2","AT3G44350"
"Chir05Ox-b09000.2","AT3G44370"
"Chir05Ox-b09010.2","AT3G44380"
"Chir05Ox-b09020.2","AT3G44450"
"Chir05Ox-b09040.2","AT3G44460"
"Chir05Ox-b09080.2","AT3G44510"
"Chir05Ox-b09120.2","AT3G44530"
"Chir05Ox-b09190.2","AT3G44550"
"Chir05Ox-b09200.2","AT3G44540"
"Chir05Ox-b09210.2","AT3G44590"
"Chir05Ox-b09220.2","AT3G44600"
"Chir05Ox-b09240.2","AT3G44610"
"Chir05Ox-b09250.2","AT3G44620"
"Chir05Ox-b09260.2","AT3G44480"
"Chir05Ox-b09290.2","AT3G44680"
"Chir05Ox-b09300.2","AT3G44690"
"Chir05Ox-b09310.2","AT3G44716"
"Chir05Ox-b09320.2","AT3G44720"
"Chir05Ox-b09330.2","AT3G44730"
"Chir05Ox-b09340.2","AT3G43670"
"Chir05Ox-b09350.2","AT3G44735"
"Chir05Ox-b09390.2","AT4G12870"
"Chir05Ox-b09460.2","AT3G44820"
"Chir05Ox-b09470.2","AT3G44830"
"Chir05Ox-b09490.2","AT3G44850"
"Chir05Ox-b09520.2","AT3G44870"
"Chir05Ox-b09530.2","AT3G44880"
"Chir05Ox-b09560.2","AT3G44890"
"Chir05Ox-b09570.2","AT3G44900"
"Chir05Ox-b09590.2","AT3G44910"
"Chir05Ox-b09610.2","AT5G51610"
"Chir05Ox-b09630.2","AT3G44940"
"Chir05Ox-b09640.2","AT3G44960"
"Chir05Ox-b09660.2","AT3G44990"
"Chir05Ox-b09690.2","AT3G45010"
"Chir05Ox-b09700.2","AT3G45020"
"Chir05Ox-b09720.2","AT3G45040"
"Chir05Ox-b09730.2","AT3G45050"
"Chir05Ox-b09740.2","AT3G45060"
"Chir05Ox-b09800.2","AT3G45090"
"Chir05Ox-b09810.2","AT3G45100"
"Chir05Ox-b09820.2","AT3G45130"
"Chir05Ox-b09830.2","AT3G45160"
"Chir05Ox-b09850.2","AT3G45170"
"Chir05Ox-b09860.2","AT3G45190"
"Chir05Ox-b09900.2","AT3G45210"
"Chir05Ox-b09910.2","AT3G45230"
"Chir05Ox-b09920.2","AT3G62050"
"Chir05Ox-b09930.2","AT3G45240"
"Chir05Ox-b09940.2","AT1G34070"
"Chir05Ox-b09950.2","AT3G45245"
"Chir05Ox-b09960.2","AT3G45248"
"Chir05Ox-b09970.2","AT3G45260"
"Chir05Ox-b09990.2","AT3G45275"
"Chir05Ox-b10000.2","AT3G45280"
"Chir05Ox-b10010.2","AT3G45290"
"Chir05Ox-b10020.2","AT3G45300"
"Chir05Ox-b10080.2","AT3G45310"
"Chir05Ox-b10100.2","AT3G45330"
"Chir05Ox-b10130.2","AT1G40083"
"Chir05Ox-b10150.2","AT3G45400"
"Chir05Ox-b10190.2","AT3G45220"
"Chir05Ox-b10200.2","AT3G43850"
"Chir05Ox-b10220.2","AT3G45410"
"Chir05Ox-b10240.2","AT3G45420"
"Chir05Ox-b10260.2","AT3G45440"
"Chir05Ox-b10290.2","AT3G45460"
"Chir05Ox-b10360.2","AT3G45540"
"Chir05Ox-b10390.2","AT3G45600"
"Chir05Ox-b10400.2","AT2G44470"
"Chir05Ox-b10420.2","AT3G45610"
"Chir05Ox-b10430.2","AT3G45620"
"Chir05Ox-b10440.2","AT3G45640"
"Chir05Ox-b10450.2","AT3G45650"
"Chir05Ox-b10470.2","AT3G45680"
"Chir05Ox-b10480.2","AT3G45710"
"Chir05Ox-b10520.2","AT3G45730"
"Chir05Ox-b10530.2","AT3G45740"
"Chir05Ox-b10540.2","AT3G45750"
"Chir05Ox-b10550.2","AT3G45770"
"Chir05Ox-b10560.2","AT3G45780"
"Chir05Ox-b10580.2","AT3G45810"
"Chir05Ox-b10590.2","AT3G45830"
"Chir05Ox-b10600.2","AT3G45850"
"Chir05Ox-b10620.2","AT1G54850"
"Chir05Ox-b10630.2","AT3G45870"
"Chir05Ox-b10640.2","AT3G45880"
"Chir05Ox-b10650.2","AT3G45890"
"Chir05Ox-b10660.2","AT3G45900"
"Chir05Ox-b10690.2","AT1G67150"
"Chir05Ox-b10710.2","AT3G45970"
"Chir05Ox-b10740.2","AT3G46000"
"Chir05Ox-b10750.2","AT3G46010"
"Chir05Ox-b10760.2","AT3G46020"
"Chir05Ox-b10770.2","AT3G46030"
"Chir05Ox-b10790.2","AT3G46060"
"Chir05Ox-b10810.2","AT3G46080"
"Chir05Ox-b10820.2","AT3G46110"
"Chir05Ox-b10840.2","AT3G46130"
"Chir05Ox-b10870.2","AT3G46140"
"Chir05Ox-b10890.2","AT3G46160"
"Chir05Ox-b10900.2","AT3G46180"
"Chir05Ox-b10910.2","AT3G46190"
"Chir05Ox-b10950.2","AT3G46200"
"Chir05Ox-b10980.2","AT3G46210"
"Chir05Ox-b10990.2","AT3G46220"
"Chir05Ox-b11010.2","AT1G53540"
"Chir05Ox-b11020.2","AT3G46240"
"Chir05Ox-b11070.2","AT3G46280"
"Chir05Ox-b11090.2","AT3G46290"
"Chir05Ox-b11110.2","AT3G46330"
"Chir05Ox-b11120.2","AT3G46350"
"Chir05Ox-b11160.2","AT3G46340"
"Chir05Ox-b11190.2","AT3G46440"
"Chir05Ox-b11200.2","AT3G46790"
"Chir05Ox-b11210.2","AT3G46780"
"Chir05Ox-b11230.2","AT3G46770"
"Chir05Ox-b11240.2","AT3G46760"
"Chir05Ox-b11250.2","AT3G46750"
"Chir05Ox-b11260.2","AT3G46740"
"Chir05Ox-b11280.2","AT3G46720"
"Chir05Ox-b11290.2","AT3G46730"
"Chir05Ox-b11350.2","AT3G46690"
"Chir05Ox-b11360.2","AT3G46680"
"Chir05Ox-b11420.2","AT3G46660"
"Chir05Ox-b11430.2","AT3G46640"
"Chir05Ox-b11440.2","AT3G46630"
"Chir05Ox-b11450.2","AT3G46620"
"Chir05Ox-b11470.2","AT3G46600"
"Chir05Ox-b11480.2","AT3G46590"
"Chir05Ox-b11490.2","AT3G46580"
"Chir05Ox-b11500.2","AT3G46560"
"Chir05Ox-b11510.2","AT3G46550"
"Chir05Ox-b11520.2","AT3G46540"
"Chir05Ox-b11530.2","AT3G46520"
"Chir05Ox-b11550.2","AT3G46510"
"Chir05Ox-b11580.2","AT1G43760"
"Chir05Ox-b11620.2","AT3G46490"
"Chir05Ox-b11640.2","AT3G46460"
"Chir05Ox-b11650.2","AT3G46450"
"Chir05Ox-b11670.2","AT3G46830"
"Chir05Ox-b11680.2","AT3G46840"
"Chir05Ox-b11690.2","AT3G46860"
"Chir05Ox-b11740.2","AT2G26975"
"Chir05Ox-b11750.2","AT3G46890"
"Chir05Ox-b11760.2","AT3G46880"
"Chir05Ox-b11770.2","AT3G46870"
"Chir05Ox-b11800.2","AT1G45063"
"Chir05Ox-b11810.2","AT3G46920"
"Chir05Ox-b11820.2","AT3G46930"
"Chir05Ox-b11830.2","AT3G46940"
"Chir05Ox-b11840.2","AT3G46950"
"Chir05Ox-b11850.2","AT3G46960"
"Chir05Ox-b11860.2","AT3G46970"
"Chir05Ox-b11870.2","AT3G46980"
"Chir05Ox-b11900.2","AT5G22440"
"Chir05Ox-b11910.2","AT3G46990"
"Chir05Ox-b11920.2","AT3G47000"
"Chir05Ox-b11930.2","AT3G47010"
"Chir05Ox-b11940.2","AT3G47040"
"Chir05Ox-b11960.2","AT3G47070"
"Chir05Ox-b11970.2","AT3G47060"
"Chir05Ox-b11980.2","AT3G47050"
"Chir05Ox-b11990.2","AT3G47080"
"Chir05Ox-b12010.2","AT3G47090"
"Chir05Ox-b12050.2","AT3G47120"
"Chir05Ox-b12070.2","AT3G47150"
"Chir05Ox-b12080.2","AT3G47160"
"Chir05Ox-b12090.2","AT3G47180"
"Chir05Ox-b12110.2","AT3G47190"
"Chir05Ox-b12120.2","AT3G47295"
"Chir05Ox-b12140.2","AT3G47340"
"Chir05Ox-b12170.2","AT3G47360"
"Chir05Ox-b12210.2","AT3G47370"
"Chir05Ox-b12230.2","AT3G47380"
"Chir05Ox-b12250.2","AT3G47390"
"Chir05Ox-b12260.2","AT3G47400"
"Chir05Ox-b12270.2","AT3G47410"
"Chir05Ox-b12290.2","AT3G47420"
"Chir05Ox-b12300.2","AT3G47430"
"Chir05Ox-b12310.2","AT3G47440"
"Chir05Ox-b12320.2","AT3G47450"
"Chir05Ox-b12330.2","AT3G47460"
"Chir05Ox-b12340.2","AT3G47470"
"Chir05Ox-b12350.2","AT3G47480"
"Chir05Ox-b12360.2","AT3G47490"
"Chir05Ox-b12370.2","AT3G47500"
"Chir05Ox-b12380.2","AT3G47510"
"Chir05Ox-b12390.2","AT3G47520"
"Chir05Ox-b12400.2","AT3G47530"
"Chir05Ox-b12410.2","AT3G47550"
"Chir05Ox-b12440.2","AT3G47590"
"Chir05Ox-b12470.2","AT3G47600"
"Chir05Ox-b12480.2","AT3G47610"
"Chir05Ox-b12490.2","AT3G47620"
"Chir05Ox-b12500.2","AT3G47630"
"Chir05Ox-b12510.2","AT3G47640"
"Chir05Ox-b12520.2","AT3G47650"
"Chir05Ox-b12530.2","AT3G47660"
"Chir05Ox-b12540.2","AT3G47670"
"Chir05Ox-b12550.2","AT3G47690"
"Chir05Ox-b12570.2","AT3G47700"
"Chir05Ox-b12580.2","AT3G47710"
"Chir05Ox-b12590.2","AT3G47720"
"Chir05Ox-b12600.2","AT3G47730"
"Chir05Ox-b12610.2","AT3G47740"
"Chir05Ox-b12620.2","AT3G47750"
"Chir05Ox-b12650.2","AT3G47780"
"Chir05Ox-b12660.2","AT3G47790"
"Chir05Ox-b12670.2","AT3G47800"
"Chir05Ox-b12680.2","AT3G47810"
"Chir05Ox-b12690.2","AT3G47820"
"Chir05Ox-b12700.2","AT3G47830"
"Chir05Ox-b12710.2","AT3G47833"
"Chir05Ox-b12740.2","AT3G47840"
"Chir05Ox-b12750.2","AT3G47850"
"Chir05Ox-b12770.2","AT4G33720"
"Chir05Ox-b12790.2","AT3G47860"
"Chir05Ox-b12800.2","AT3G47870"
"Chir05Ox-b12810.2","AT3G47910"
"Chir05Ox-b12830.2","AT3G47930"
"Chir05Ox-b12840.2","AT3G47940"
"Chir05Ox-b12850.2","AT3G47950"
"Chir05Ox-b12860.2","AT3G47960"
"Chir05Ox-b12870.2","AT3G47980"
"Chir05Ox-b12880.2","AT3G47990"
"Chir05Ox-b12890.2","AT3G48000"
"Chir05Ox-b12900.2","AT3G48010"
"Chir05Ox-b12910.2","AT2G32550"
"Chir05Ox-b12920.2","AT3G48020"
"Chir05Ox-b12930.2","AT5G42670"
"Chir05Ox-b12940.2","AT3G48030"
"Chir05Ox-b12960.2","AT3G48070"
"Chir05Ox-b12970.2","AT3G48080"
"Chir05Ox-b12990.2","AT3G48100"
"Chir05Ox-b13000.2","AT3G48110"
"Chir05Ox-b13010.2","AT3G48120"
"Chir05Ox-b13020.2","AT3G48140"
"Chir05Ox-b13030.2","AT3G48150"
"Chir05Ox-b13040.2","AT3G48160"
"Chir05Ox-b13050.2","AT3G48170"
"Chir05Ox-b13060.2","AT3G48180"
"Chir05Ox-b13080.2","AT3G48190"
"Chir05Ox-b13090.2","AT3G48195"
"Chir05Ox-b13100.2","AT3G48200"
"Chir05Ox-b13110.2","AT3G48210"
"Chir05Ox-b13120.2","AT5G35600"
"Chir05Ox-b13140.2","AT3G48240"
"Chir05Ox-b13150.2","AT3G48250"
"Chir05Ox-b13160.2","AT3G48260"
"Chir05Ox-b13170.2","AT3G48270"
"Chir05Ox-b13180.2","AT3G48280"
"Chir05Ox-b13190.2","AT3G48310"
"Chir05Ox-b13210.2","AT3G48330"
"Chir05Ox-b13230.2","AT3G48340"
"Chir05Ox-b13240.2","AT3G48350"
"Chir05Ox-b13270.2","AT3G48360"
"Chir05Ox-b13280.2","AT3G48380"
"Chir05Ox-b13290.2","AT3G48410"
"Chir05Ox-b13300.2","AT3G48420"
"Chir05Ox-b13310.2","AT3G48425"
"Chir05Ox-b13320.2","AT3G48430"
"Chir05Ox-b13340.2","AT3G48440"
"Chir05Ox-b13350.2","AT3G48450"
"Chir05Ox-b13360.2","AT3G48460"
"Chir05Ox-b13370.2","AT3G48470"
"Chir05Ox-b13380.2","AT3G48480"
"Chir05Ox-b13390.2","AT3G48500"
"Chir05Ox-b13400.2","AT3G48510"
"Chir05Ox-b13430.2","AT1G21620"
"Chir05Ox-b13480.2","AT3G48530"
"Chir05Ox-b13490.2","AT3G48540"
"Chir05Ox-b13500.2","AT3G48550"
"Chir05Ox-b13510.2","AT3G48560"
"Chir05Ox-b13520.2","AT3G48570"
"Chir05Ox-b13530.2","AT3G48580"
"Chir05Ox-b13540.2","AT3G48590"
"Chir05Ox-b13550.2","AT3G48610"
"Chir05Ox-b13560.2","AT3G48660"
"Chir05Ox-b13570.2","AT3G48670"
"Chir05Ox-b13580.2","AT3G48675"
"Chir05Ox-b13590.2","AT3G48680"
"Chir05Ox-b13600.2","AT3G48690"
"Chir05Ox-b13610.2","AT3G48710"
"Chir05Ox-b13620.2","AT3G48720"
"Chir05Ox-b13650.2","AT3G48740"
"Chir05Ox-b13660.2","AT3G48750"
"Chir05Ox-b13670.2","AT3G15910"
"Chir05Ox-b13680.2","AT3G48760"
"Chir05Ox-b13690.2","AT3G48770"
"Chir05Ox-b13700.2","AT4G25707"
"Chir05Ox-b13720.2","AT3G48780"
"Chir05Ox-b13740.2","AT3G48800"
"Chir05Ox-b13750.2","AT3G48810"
"Chir05Ox-b13760.2","AT3G48820"
"Chir05Ox-b13770.2","AT3G48830"
"Chir05Ox-b13780.2","AT3G48850"
"Chir05Ox-b13790.2","AT3G48860"
"Chir05Ox-b13800.2","AT3G48870"
"Chir05Ox-b13810.2","AT3G48880"
"Chir05Ox-b13820.2","AT3G48890"
"Chir05Ox-b13830.2","AT3G48900"
"Chir05Ox-b13840.2","AT3G48920"
"Chir05Ox-b13850.2","AT3G48930"
"Chir05Ox-b13860.2","AT3G48940"
"Chir05Ox-b13870.2","AT3G48950"
"Chir05Ox-b13880.2","AT3G48970"
"Chir05Ox-b13890.2","AT3G48980"
"Chir05Ox-b13900.2","AT3G48990"
"Chir05Ox-b13910.2","AT3G49000"
"Chir05Ox-b13920.2","AT3G49010"
"Chir05Ox-b13930.2","AT2G04230"
"Chir05Ox-b13940.2","AT3G49050"
"Chir05Ox-b13960.2","AT3G49055"
"Chir05Ox-b13970.2","AT3G49060"
"Chir05Ox-b13980.2","AT3G49070"
"Chir05Ox-b13990.2","AT3G49080"
"Chir05Ox-b14000.2","AT3G49100"
"Chir05Ox-b14010.2","AT3G49120"
"Chir05Ox-b14030.2","AT5G23970"
"Chir05Ox-b14100.2","AT3G49140"
"Chir05Ox-b14120.2","AT3G49142"
"Chir05Ox-b14150.2","AT3G49160"
"Chir05Ox-b14170.2","AT3G49170"
"Chir05Ox-b14180.2","AT3G49180"
"Chir05Ox-b14190.2","AT3G49210"
"Chir05Ox-b14200.2","AT3G49220"
"Chir05Ox-b14210.2","AT3G49240"
"Chir05Ox-b14220.2","AT3G49250"
"Chir05Ox-b14240.2","AT3G49260"
"Chir05Ox-b14270.2","AT3G54070"
"Chir05Ox-b14290.2","AT3G49300"
"Chir05Ox-b14330.2","AT3G49310"
"Chir05Ox-b14340.2","AT3G49320"
"Chir05Ox-b14350.2","AT3G49330"
"Chir05Ox-b14370.2","AT3G49350"
"Chir05Ox-b14380.2","AT3G49360"
"Chir05Ox-b14390.2","AT3G49370"
"Chir05Ox-b14410.2","AT3G49380"
"Chir05Ox-b14420.2","AT3G49390"
"Chir05Ox-b14430.2","AT3G49400"
"Chir05Ox-b14440.2","AT3G49410"
"Chir05Ox-b14450.2","AT3G49430"
"Chir05Ox-b14460.2","AT3G49450"
"Chir05Ox-b14470.2","AT5G24510"
"Chir05Ox-b14480.2","AT3G49470"
"Chir05Ox-b14520.2","AT3G49490"
"Chir05Ox-b14530.2","AT3G49500"
"Chir05Ox-b14550.2","AT3G49510"
"Chir05Ox-b14560.2","AT3G49530"
"Chir05Ox-b14570.2","AT3G49540"
"Chir05Ox-b14580.2","AT3G49550"
"Chir05Ox-b14600.2","AT3G49570"
"Chir05Ox-b14630.2","AT3G49590"
"Chir05Ox-b14640.2","AT3G49600"
"Chir05Ox-b14650.2","AT3G49601"
"Chir05Ox-b14670.2","AT3G49620"
"Chir05Ox-b14680.2","AT3G49640"
"Chir05Ox-b14690.2","AT3G49645"
"Chir05Ox-b14700.2","AT3G49650"
"Chir05Ox-b14710.2","AT3G49660"
"Chir05Ox-b14720.2","AT3G49670"
"Chir05Ox-b14730.2","AT3G49680"
"Chir05Ox-b14740.2","AT3G49690"
"Chir05Ox-b14750.2","AT3G49700"
"Chir05Ox-b14760.2","AT3G49710"
"Chir05Ox-b14770.2","AT3G49720"
"Chir05Ox-b14780.2","AT3G49725"
"Chir05Ox-b14790.2","AT3G49730"
"Chir05Ox-b14800.2","AT3G49740"
"Chir05Ox-b14810.2","AT3G49750"
"Chir05Ox-b14830.2","AT3G49760"
"Chir05Ox-b14840.2","AT3G49780"
"Chir05Ox-b14850.2","AT3G49790"
"Chir05Ox-b14860.2","AT3G49800"
"Chir05Ox-b14870.2","AT3G49810"
"Chir05Ox-b14880.2","AT3G49820"
"Chir05Ox-b14900.2","AT3G49840"
"Chir05Ox-b14910.2","AT3G49845"
"Chir05Ox-b14920.2","AT3G49850"
"Chir05Ox-b14930.2","AT3G49870"
"Chir05Ox-b14940.2","AT3G49880"
"Chir05Ox-b14950.2","AT3G49890"
"Chir05Ox-b14960.2","AT3G49900"
"Chir05Ox-b14970.2","AT3G49910"
"Chir05Ox-b14980.2","AT3G49930"
"Chir05Ox-b14990.2","AT3G49940"
"Chir05Ox-b15000.2","AT3G49950"
"Chir05Ox-b15010.2","AT3G49960"
"Chir05Ox-b15030.2","AT3G49990"
"Chir05Ox-b15040.2","AT3G50000"
"Chir05Ox-b15060.2","AT3G50030"
"Chir05Ox-b15070.2","AT3G50040"
"Chir05Ox-b15080.2","AT3G50050"
"Chir05Ox-b15090.2","AT3G50060"
"Chir05Ox-b15100.2","AT3G50070"
"Chir05Ox-b15110.2","AT3G50080"
"Chir05Ox-b15130.2","AT3G50110"
"Chir05Ox-b15140.2","AT3G50120"
"Chir05Ox-b15150.2","AT3G50130"
"Chir05Ox-b15160.2","AT3G50140"
"Chir05Ox-b15220.2","AT5G32590"
"Chir05Ox-b15380.2","AT3G30230"
"Chir05Ox-b15430.2","AT3G56730"
"Chir05Ox-b15440.2","AT3G50210"
"Chir05Ox-b15450.2","AT3G50220"
"Chir05Ox-b15460.2","AT3G50230"
"Chir05Ox-b15470.2","AT3G50240"
"Chir05Ox-b15480.2","AT3G50260"
"Chir05Ox-b15510.2","AT3G50270"
"Chir05Ox-b15610.2","AT3G50300"
"Chir05Ox-b15620.2","AT3G50310"
"Chir05Ox-b15630.2","AT3G50330"
"Chir05Ox-b15640.2","AT3G50340"
"Chir05Ox-b15650.2","AT3G50350"
"Chir05Ox-b15660.2","AT5G42410"
"Chir05Ox-b15690.2","AT3G50370"
"Chir05Ox-b15710.2","AT5G51360"
"Chir05Ox-b15720.2","AT3G50380"
"Chir05Ox-b15740.2","AT3G50390"
"Chir05Ox-b15750.2","AT3G50400"
"Chir05Ox-b15760.2","AT3G50410"
"Chir05Ox-b15770.2","AT3G50420"
"Chir05Ox-b15780.2","AT3G50430"
"Chir05Ox-b15790.2","AT3G50440"
"Chir05Ox-b15800.2","AT3G50460"
"Chir05Ox-b15810.2","AT3G50470"
"Chir05Ox-b15820.2","AT3G50500"
"Chir05Ox-b15830.2","AT3G50510"
"Chir05Ox-b15840.2","AT3G50520"
"Chir05Ox-b15850.2","AT3G50530"
"Chir05Ox-b15870.2","AT3G50550"
"Chir05Ox-b15880.2","AT3G50560"
"Chir05Ox-b15890.2","AT3G50570"
"Chir05Ox-b15900.2","AT3G50580"
"Chir05Ox-b15920.2","AT3G50590"
"Chir05Ox-b15930.2","AT3G50610"
"Chir05Ox-b15950.2","AT3G50630"
"Chir05Ox-b15960.2","AT3G50640"
"Chir05Ox-b15970.2","AT3G50650"
"Chir05Ox-b15980.2","AT3G50660"
"Chir05Ox-b16000.2","AT3G50685"
"Chir05Ox-b16010.2","AT3G50690"
"Chir05Ox-b16020.2","AT3G50700"
"Chir05Ox-b16040.2","AT3G50740"
"Chir05Ox-b16050.2","AT3G50750"
"Chir05Ox-b16070.2","AT3G50760"
"Chir05Ox-b16080.2","AT3G50770"
"Chir05Ox-b16090.2","AT3G50780"
"Chir05Ox-b16130.2","AT3G50790"
"Chir05Ox-b16140.2","AT3G50800"
"Chir05Ox-b16150.2","AT3G50808"
"Chir05Ox-b16160.2","AT3G50810"
"Chir05Ox-b16170.2","AT3G50820"
"Chir05Ox-b16180.2","AT3G50830"
"Chir05Ox-b16190.2","AT3G50840"
"Chir05Ox-b16210.2","AT3G50850"
"Chir05Ox-b16220.2","AT3G50860"
"Chir05Ox-b16230.2","AT3G50870"
"Chir05Ox-b16240.2","AT3G50880"
"Chir05Ox-b16250.2","AT1G61270"
"Chir05Ox-b16260.2","AT3G50890"
"Chir05Ox-b16270.2","AT3G50900"
"Chir05Ox-b16280.2","AT3G50910"
"Chir05Ox-b16290.2","AT3G50920"
"Chir05Ox-b16300.2","AT3G50940"
"Chir05Ox-b16310.2","AT3G50950"
"Chir05Ox-b16320.2","AT3G50960"
"Chir05Ox-b16330.2","AT3G50980"
"Chir05Ox-b16340.2","AT3G51000"
"Chir05Ox-b16350.2","AT3G51010"
"Chir05Ox-b16360.2","AT3G51020"
"Chir05Ox-b16370.2","AT3G51030"
"Chir05Ox-b16380.2","AT3G51040"
