PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak8058	Chr5	7517408	7518313	+	0	NA	promoter-TSS	NA	-216	Chir05Ox_b07470.2_T001	Chir05Ox_b07470.2	NA
Peak8059	Chr3	18550372	18550992	+	0	NA	promoter-TSS	NA	-1398	Chir03Ox_b29650.2_T001	Chir03Ox_b29650.2	AT2G15570
Peak8060	Chr7	15830287	15830988	+	0	NA	intron	NA	953	Chir07Ox_b10980.2_T001	Chir07Ox_b10980.2	AT4G14770
Peak8061	Chr3	9240816	9241294	+	0	NA	promoter-TSS	NA	-179	Chir03Ox_b24120.2_T001	Chir03Ox_b24120.2	AT3G24225
Peak8062	Chr3	7252097	7252790	+	0	NA	promoter-TSS	NA	-919	Chir03Ox_b20250.2_T001	Chir03Ox_b20250.2	AT3G20300
Peak8063	Chr6	22887247	22887802	+	0	NA	promoter-TSS	NA	-154	Chir06Ox_b29010.2_T001	Chir06Ox_b29010.2	AT5G10250
Peak8064	Chr1	3988961	3989386	+	0	NA	promoter-TSS	NA	29	Chir01Ox_b11370.2_T001	Chir01Ox_b11370.2	AT1G11530
Peak8065	Chr3	6422810	6423549	+	0	NA	exon	NA	2059	Chir03Ox_b18320.2_T001	Chir03Ox_b18320.2	AT3G18490
Peak8066	Chr7	6300686	6301149	+	0	NA	promoter-TSS	NA	-22	Chir07Ox_b06880.2_T001	Chir07Ox_b06880.2	AT5G35790
Peak8067	Chr4	22018666	22019153	+	0	NA	Intergenic	NA	5442	Chir04Ox_b21520.2_T001	Chir04Ox_b21520.2	AT2G38960
Peak8068	Chr2	20985519	20985923	+	0	NA	promoter-TSS	NA	-62	Chir02Ox_b22490.2_T001	Chir02Ox_b22490.2	AT1G75550
Peak8069	Chr3	1467317	1467861	+	0	NA	promoter-TSS	NA	-385	Chir03Ox_b04490.2_T001	Chir03Ox_b04490.2	AT3G05140
Peak8070	Chr4	24116950	24117407	+	0	NA	promoter-TSS	NA	-1814	Chir04Ox_b26650.2_T001	Chir04Ox_b26650.2	NA
Peak8071	Chr7	18222914	18223364	+	0	NA	exon	NA	336	Chir07Ox_b15510.2_T001	Chir07Ox_b15510.2	AT4G18570
Peak8072	Chr4	23124917	23126221	+	0	NA	promoter-TSS	NA	-524	Chir04Ox_b24040.2_T001	Chir04Ox_b24040.2	AT2G41290
Peak8073	Chr1	816114	816502	+	0	NA	TTS	NA	708	Chir01Ox_b02260.2_T001	Chir01Ox_b02260.2	NA
Peak8074	Chr8	16596503	16596875	+	0	NA	TTS	NA	206	Chir08Ox_b21390.2_T001	Chir08Ox_b21390.2	AT5G59190
Peak8075	Chr7	10698528	10699044	+	0	NA	promoter-TSS	NA	-108	Chir07Ox_b08280.2_T002	Chir07Ox_b08280.2	AT4G12910
Peak8076	Chr5	21708806	21709535	+	0	NA	promoter-TSS	NA	-174	Chir05Ox_b22020.2_T001	Chir05Ox_b22020.2	AT3G56410
Peak8077	Chr5	20413255	20413812	+	0	NA	intron	NA	2131	Chir05Ox_b18780.2_T001	Chir05Ox_b18780.2	AT3G53190
Peak8078	Chr5	1919285	1919768	+	0	NA	promoter-TSS	NA	-1875	Chir05Ox_b03450.2_T001	Chir05Ox_b03450.2	AT3G26125
Peak8079	Chr4	23401564	23402792	+	0	NA	promoter-TSS	NA	-389	Chir04Ox_b24710.2_T001	Chir04Ox_b24710.2	AT2G41900
Peak8080	Chr3	4318542	4320259	+	0	NA	promoter-TSS	NA	-1588	Chir03Ox_b12650.2_T001	Chir03Ox_b12650.2	AT3G13380
Peak8081	Chr6	6343166	6343561	+	0	NA	Intergenic	NA	-3873	Chir06Ox_b07310.2_T001	Chir06Ox_b07310.2	NA
Peak8082	Chr2	2957411	2957839	+	0	NA	promoter-TSS	NA	-1239	Chir02Ox_b05240.2_T002	Chir02Ox_b05240.2	AT1G60890
Peak8083	Chr4	25277450	25277893	+	0	NA	Intergenic	NA	-3028	Chir04Ox_b29680.2_T001	Chir04Ox_b29680.2	AT2G46770
Peak8084	Chr5	21062262	21062756	+	0	NA	promoter-TSS	NA	51	Chir05Ox_b20410.2_T001	Chir05Ox_b20410.2	AT3G54890
Peak8085	Chr7	14182557	14183122	+	0	NA	intron	NA	1104	Chir07Ox_b09570.2_T001	Chir07Ox_b09570.2	AT4G13840
Peak8086	Chr3	21613945	21614573	+	0	NA	intron	NA	2352	Chir03Ox_b32640.2_T001	Chir03Ox_b32640.2	NA
Peak8087	Chr2	3052178	3052603	+	0	NA	Intergenic	NA	5469	Chir02Ox_b05420.2_T001	Chir02Ox_b05420.2	NA
Peak8088	Chr2	22754565	22755162	+	0	NA	promoter-TSS	NA	28	Chir02Ox_b26930.2_T003	Chir02Ox_b26930.2	AT1G79700
Peak8089	Chr5	1701258	1701645	+	0	NA	intron	NA	756	Chir05Ox_b03030.2_T001	Chir05Ox_b03030.2	AT3G25780
Peak8090	Chr7	21266844	21267380	+	0	NA	promoter-TSS	NA	-893	Chir07Ox_b22670.2_T001	Chir07Ox_b22670.2	NA
Peak8091	Chr5	1834272	1834723	+	0	NA	TTS	NA	1180	Chir05Ox_b03220.2_T001	Chir05Ox_b03220.2	AT3G25905
Peak8092	Chr3	17470445	17470847	+	0	NA	promoter-TSS	NA	-25	Chir03Ox_b29090.2_T001	Chir03Ox_b29090.2	AT2G14170
Peak8093	Chr1	6629745	6631218	+	0	NA	promoter-TSS	NA	-2135	Chir01Ox_b18920.2_T001	Chir01Ox_b18920.2	AT1G18870
Peak8094	Chr7	18542064	18542453	+	0	NA	exon	NA	183	Chir07Ox_b16210.2_T001	Chir07Ox_b16210.2	AT4G19230
Peak8095	Chr7	22945606	22946157	+	0	NA	exon	NA	105	Chir07Ox_b27240.2_T001	Chir07Ox_b27240.2	AT4G29950
Peak8096	Chr4	24849475	24849844	+	0	NA	promoter-TSS	NA	-24	Chir04Ox_b28620.2_T001	Chir04Ox_b28620.2	NA
Peak8097	Chr2	2097873	2098281	+	0	NA	promoter-TSS	NA	-1460	Chir02Ox_b03790.2_T001	Chir02Ox_b03790.2	AT1G61930
Peak8098	Chr3	3120279	3120739	+	0	NA	promoter-TSS	NA	53	Chir03Ox_b09220.2_T001	Chir03Ox_b09220.2	AT3G09980
Peak8099	Chr4	18128580	18129014	+	0	NA	promoter-TSS	NA	-542	Chir04Ox_b12800.2_T001	Chir04Ox_b12800.2	AT2G31020
Peak8100	Chr2	21605742	21606485	+	0	NA	promoter-TSS	NA	-336	Chir02Ox_b24120.2_T001	Chir02Ox_b24120.2	AT1G76990
Peak8101	Chr5	21897855	21898596	+	0	NA	promoter-TSS	NA	-45	Chir05Ox_b22650.2_T001	Chir05Ox_b22650.2	AT3G57030
Peak8102	Chr8	13387963	13388408	+	0	NA	Intergenic	NA	6659	Chir08Ox_b14500.2_T001	Chir08Ox_b14500.2	AT5G52820
Peak8103	Chr4	19956778	19957881	+	0	NA	promoter-TSS	NA	-243	Chir04Ox_b16910.2_T003	Chir04Ox_b16910.2	AT2G34720
Peak8104	Chr4	18476830	18477307	+	0	NA	promoter-TSS	NA	0	Chir04Ox_b13490.2_T001	Chir04Ox_b13490.2	AT2G31680
Peak8105	Chr3	1790826	1791467	+	0	NA	TTS	NA	1142	Chir03Ox_b05330.2_T001	Chir03Ox_b05330.2	AT3G05880
Peak8106	Chr7	26366290	26367146	+	0	NA	TTS	NA	1793	Chir07Ox_b35940.2_T001	Chir07Ox_b35940.2	AT4G39780
Peak8107	Chr4	25660199	25660599	+	0	NA	TTS	NA	1334	Chir04Ox_b30750.2_T001	Chir04Ox_b30750.2	AT2G47810
Peak8108	Chr4	21734783	21736174	+	0	NA	exon	NA	382	Chir04Ox_b20760.2_T002	Chir04Ox_b20760.2	AT2G38320
Peak8109	Chr7	18138552	18139078	+	0	NA	promoter-TSS	NA	-989	Chir07Ox_b15320.2_T001	Chir07Ox_b15320.2	AT4G18422
Peak8110	Chr8	8749158	8749906	+	0	NA	exon	NA	1406	Chir08Ox_b10540.2_T001	Chir08Ox_b10540.2	AT5G49700
Peak8111	Chr8	3481139	3481588	+	0	NA	Intergenic	NA	-4453	Chir08Ox_b07010.2_T001	Chir08Ox_b07010.2	NA
Peak8112	Chr7	6228731	6229160	+	0	NA	Intergenic	NA	8989	Chir07Ox_b06870.2_T001	Chir07Ox_b06870.2	AT5G35840
Peak8113	Chr7	274261	275161	+	0	NA	TTS	NA	1759	Chir07Ox_b00350.2_T001	Chir07Ox_b00350.2	AT5G41810
Peak8114	Chr3	11989181	11989804	+	0	NA	exon	NA	1128	Chir03Ox_b26980.2_T001	Chir03Ox_b26980.2	AT2G05100
Peak8115	Chr2	2940286	2940711	+	0	NA	exon	NA	347	Chir02Ox_b05210.2_T001	Chir02Ox_b05210.2	AT1G60870
Peak8116	Chr8	17537919	17539116	+	0	NA	promoter-TSS	NA	-304	Chir08Ox_b23850.2_T001	Chir08Ox_b23850.2	AT5G61330
Peak8117	Chr8	18005301	18006283	+	0	NA	promoter-TSS	NA	-1997	Chir08Ox_b25070.2_T001	Chir08Ox_b25070.2	NA
Peak8118	Chr4	17897195	17897803	+	0	NA	promoter-TSS	NA	79	Chir04Ox_b12360.2_T001	Chir04Ox_b12360.2	AT2G30600
Peak8119	Chr8	11275457	11275935	+	0	NA	promoter-TSS	NA	-234	Chir08Ox_b12010.2_T002	Chir08Ox_b12010.2	AT5G50760
Peak8120	Chr5	24057223	24057644	+	0	NA	promoter-TSS	NA	-146	Chir05Ox_b28360.2_T006	Chir05Ox_b28360.2	NA
Peak8121	Chr3	8741372	8741752	+	0	NA	promoter-TSS	NA	-340	Chir03Ox_b23360.2_T001	Chir03Ox_b23360.2	AT3G23260
Peak8122	Chr3	22063832	22064249	+	0	NA	promoter-TSS	NA	-2654	Chir03Ox_b33230.2_T002	Chir03Ox_b33230.2	AT2G18550
Peak8123	Chr7	17506781	17507245	+	0	NA	promoter-TSS	NA	-1058	Chir07Ox_b14010.2_T001	Chir07Ox_b14010.2	AT4G17250
Peak8124	Chr5	19669390	19669945	+	0	NA	promoter-TSS	NA	40	Chir05Ox_b16950.2_T001	Chir05Ox_b16950.2	AT3G51632
Peak8125	Chr8	19960248	19960640	+	0	NA	promoter-TSS	NA	-179	Chir08Ox_b30420.2_T001	Chir08Ox_b30420.2	AT5G66150
Peak8126	Chr1	26176630	26177195	+	0	NA	Intergenic	NA	-4150	Chir01Ox_b41340.2_T001	Chir01Ox_b41340.2	AT1G52560
Peak8127	Chr4	21192827	21193385	+	0	NA	promoter-TSS	NA	-146	Chir04Ox_b19580.2_T001	Chir04Ox_b19580.2	AT2G37150
Peak8128	Chr6	26008959	26010458	+	0	NA	promoter-TSS	NA	-467	Chir06Ox_b37490.2_T001	Chir06Ox_b37490.2	AT5G01540
Peak8129	Chr1	26264382	26265113	+	0	NA	promoter-TSS	NA	-240	Chir01Ox_b41600.2_T001	Chir01Ox_b41600.2	AT1G52780
Peak8130	Chr1	25887699	25888115	+	0	NA	promoter-TSS	NA	-100	Chir01Ox_b40790.2_T001	Chir01Ox_b40790.2	AT1G51920
Peak8131	Chr6	3029954	3030394	+	0	NA	promoter-TSS	NA	-470	Chir06Ox_b04340.2_T001	Chir06Ox_b04340.2	AT5G44578
Peak8132	Chr7	276145	276611	+	0	NA	promoter-TSS	NA	92	Chir07Ox_b00350.2_T001	Chir07Ox_b00350.2	AT5G41810
Peak8133	Chr8	3171427	3171894	+	0	NA	Intergenic	NA	-3334	Chir08Ox_b06520.2_T001	Chir08Ox_b06520.2	NA
Peak8134	Chr8	16250726	16251149	+	0	NA	promoter-TSS	NA	131	Chir08Ox_b20380.2_T001	Chir08Ox_b20380.2	AT5G58190
Peak8135	Chr5	20654470	20654939	+	0	NA	promoter-TSS	NA	-105	Chir05Ox_b19410.2_T001	Chir05Ox_b19410.2	AT3G53930
Peak8136	Chr5	23503374	23504876	+	0	NA	TTS	NA	2177	Chir05Ox_b26920.2_T003	Chir05Ox_b26920.2	AT3G61200
Peak8137	Chr2	1772959	1773432	+	0	NA	promoter-TSS	NA	-98	Chir02Ox_b03180.2_T001	Chir02Ox_b03180.2	NA
Peak8138	Chr6	26108462	26109425	+	0	NA	promoter-TSS	NA	-113	Chir06Ox_b37750.2_T001	Chir06Ox_b37750.2	AT5G01810
Peak8139	Chr8	17194548	17195362	+	0	NA	promoter-TSS	NA	-833	Chir08Ox_b23020.2_T001	Chir08Ox_b23020.2	AT5G60580
Peak8140	Chr1	5044503	5045085	+	0	NA	promoter-TSS	NA	-966	Chir01Ox_b14360.2_T001	Chir01Ox_b14360.2	AT1G14340
Peak8141	Chr6	23329044	23329526	+	0	NA	promoter-TSS	NA	-38	Chir06Ox_b30310.2_T002	Chir06Ox_b30310.2	AT5G08565
Peak8142	Chr3	305689	306150	+	0	NA	promoter-TSS	NA	-111	Chir03Ox_b01020.2_T001	Chir03Ox_b01020.2	AT3G01175
Peak8143	Chr7	21644077	21644647	+	0	NA	promoter-TSS	NA	-80	Chir07Ox_b23740.2_T001	Chir07Ox_b23740.2	AT4G26630
Peak8144	Chr2	21271088	21271438	+	0	NA	promoter-TSS	NA	-75	Chir02Ox_b23310.2_T001	Chir02Ox_b23310.2	AT1G76240
Peak8145	Chr8	18770444	18771075	+	0	NA	promoter-TSS	NA	40	Chir08Ox_b27160.2_T001	Chir08Ox_b27160.2	AT5G64570
Peak8146	Chr8	17188897	17189270	+	0	NA	promoter-TSS	NA	-5	Chir08Ox_b23010.2_T001	Chir08Ox_b23010.2	AT5G60570
Peak8147	Chr5	19532153	19532636	+	0	NA	promoter-TSS	NA	-575	Chir05Ox_b16560.2_T001	Chir05Ox_b16560.2	AT3G51220
Peak8148	Chr4	17521398	17523017	+	0	NA	promoter-TSS	NA	-2035	Chir04Ox_b11660.2_T001	Chir04Ox_b11660.2	AT2G30040
Peak8149	Chr2	182119	182943	+	0	NA	promoter-TSS	NA	45	Chir02Ox_b00170.2_T001	Chir02Ox_b00170.2	AT1G64660
Peak8150	Chr3	4929562	4930027	+	0	NA	promoter-TSS	NA	-239	Chir03Ox_b14270.2_T001	Chir03Ox_b14270.2	AT3G14620
Peak8151	Chr6	25730917	25731361	+	0	NA	Intergenic	NA	-3415	Chir06Ox_b36730.2_T001	Chir06Ox_b36730.2	AT5G02220
Peak8152	Chr6	26178530	26178902	+	0	NA	promoter-TSS	NA	-22	Chir06Ox_b37950.2_T001	Chir06Ox_b37950.2	AT5G01010
Peak8153	Chr6	25308713	25309156	+	0	NA	Intergenic	NA	-3389	Chir06Ox_b35610.2_T001	Chir06Ox_b35610.2	AT5G03370
Peak8154	Chr6	19187008	19187784	+	0	NA	promoter-TSS	NA	-336	Chir06Ox_b19280.2_T001	Chir06Ox_b19280.2	AT4G12735
Peak8155	Chr5	22126443	22127447	+	0	NA	promoter-TSS	NA	-47	Chir05Ox_b23210.2_T001	Chir05Ox_b23210.2	AT3G57540
Peak8156	Chr4	24983754	24984177	+	0	NA	promoter-TSS	NA	89	Chir04Ox_b29030.2_T001	Chir04Ox_b29030.2	AT2G46160
Peak8157	Chr4	1215163	1215666	+	0	NA	promoter-TSS	NA	-720	Chir04Ox_b01720.2_T001	Chir04Ox_b01720.2	AT2G22400
Peak8158	Chr8	3985180	3985618	+	0	NA	promoter-TSS	NA	-100	Chir08Ox_b07870.2_T001	Chir08Ox_b07870.2	AT4G10390
Peak8159	Chr2	18369021	18369547	+	0	NA	promoter-TSS	NA	-2432	Chir02Ox_b16290.2_T002	Chir02Ox_b16290.2	AT1G69810
Peak8160	Chr1	3648780	3649333	+	0	NA	promoter-TSS	NA	-1319	Chir01Ox_b10400.2_T001	Chir01Ox_b10400.2	AT1G10650
Peak8161	Chr7	25120196	25121466	+	0	NA	promoter-TSS	NA	-485	Chir07Ox_b32750.2_T001	Chir07Ox_b32750.2	AT4G35290
Peak8162	Chr5	16463385	16463869	+	0	NA	promoter-TSS	NA	-2344	Chir05Ox_b11480.2_T001	Chir05Ox_b11480.2	AT3G46590
Peak8163	Chr4	24099743	24100170	+	0	NA	promoter-TSS	NA	-146	Chir04Ox_b26600.2_T001	Chir04Ox_b26600.2	AT2G43780
Peak8164	Chr7	21350636	21351142	+	0	NA	exon	NA	1728	Chir07Ox_b22920.2_T001	Chir07Ox_b22920.2	AT4G25870
Peak8165	Chr4	23389436	23389897	+	0	NA	promoter-TSS	NA	-34	Chir04Ox_b24690.2_T001	Chir04Ox_b24690.2	AT2G41880
Peak8166	Chr5	721379	721879	+	0	NA	promoter-TSS	NA	-2040	Chir05Ox_b01280.2_T001	Chir05Ox_b01280.2	AT2G02220
Peak8167	Chr8	15976281	15976864	+	0	NA	promoter-TSS	NA	-881	Chir08Ox_b19690.2_T001	Chir08Ox_b19690.2	AT5G57500
Peak8168	Chr6	23527096	23527497	+	0	NA	promoter-TSS	NA	-2332	Chir06Ox_b30870.2_T001	Chir06Ox_b30870.2	AT5G08139
Peak8169	Chr4	24951916	24953064	+	0	NA	promoter-TSS	NA	-992	Chir04Ox_b28920.2_T001	Chir04Ox_b28920.2	AT2G46030
Peak8170	Chr2	21093766	21094395	+	0	NA	promoter-TSS	NA	-631	Chir02Ox_b22760.2_T001	Chir02Ox_b22760.2	AT1G75820
Peak8171	Chr1	7562459	7562951	+	0	NA	promoter-TSS	NA	-782	Chir01Ox_b21320.2_T002	Chir01Ox_b21320.2	AT1G21580
Peak8172	Chr2	22093568	22094150	+	0	NA	promoter-TSS	NA	-1912	Chir02Ox_b25190.2_T001	Chir02Ox_b25190.2	AT1G78170
Peak8173	Chr3	815919	816459	+	0	NA	intron	NA	903	Chir03Ox_b02580.2_T002	Chir03Ox_b02580.2	AT3G03440
Peak8174	Chr4	1994106	1994494	+	0	NA	TTS	NA	1406	Chir04Ox_b02480.2_T001	Chir04Ox_b02480.2	AT2G23090
Peak8175	Chr4	16066778	16067517	+	0	NA	Intergenic	NA	2235	Chir04Ox_b09670.2_T001	Chir04Ox_b09670.2	AT2G28200
Peak8176	Chr4	23347113	23347520	+	0	NA	promoter-TSS	NA	-1661	Chir04Ox_b24600.2_T001	Chir04Ox_b24600.2	AT2G41810
Peak8177	Chr5	23539033	23539661	+	0	NA	promoter-TSS	NA	-115	Chir05Ox_b27020.2_T001	Chir05Ox_b27020.2	AT3G61310
Peak8178	Chr3	5831568	5832031	+	0	NA	TTS	NA	1217	Chir03Ox_b16680.2_T001	Chir03Ox_b16680.2	AT3G16870
Peak8179	Chr3	5289015	5289605	+	0	NA	promoter-TSS	NA	-172	Chir03Ox_b15290.2_T001	Chir03Ox_b15290.2	NA
Peak8180	Chr2	21436874	21437720	+	0	NA	promoter-TSS	NA	-215	Chir02Ox_b23730.2_T001	Chir02Ox_b23730.2	AT1G76600
Peak8181	Chr1	21154289	21154661	+	0	NA	exon	NA	142	Chir01Ox_b34900.2_T001	Chir01Ox_b34900.2	AT1G44000
Peak8182	Chr7	16893710	16894956	+	0	NA	promoter-TSS	NA	-453	Chir07Ox_b12740.2_T001	Chir07Ox_b12740.2	AT4G16140
Peak8183	Chr7	11233686	11234149	+	0	NA	promoter-TSS	NA	-26	Chir07Ox_b08460.2_T002	Chir07Ox_b08460.2	AT4G13050
Peak8184	Chr5	21892710	21893216	+	0	NA	promoter-TSS	NA	-603	Chir05Ox_b22640.2_T001	Chir05Ox_b22640.2	NA
Peak8185	Chr4	7388317	7388771	+	0	NA	exon	NA	219	Chir04Ox_b04670.2_T001	Chir04Ox_b04670.2	AT2G25735
Peak8186	Chr2	21213477	21214605	+	0	NA	promoter-TSS	NA	-233	Chir02Ox_b23130.2_T001	Chir02Ox_b23130.2	AT1G76080
Peak8187	Chr1	5156730	5158181	+	0	NA	Intergenic	NA	4969	Chir01Ox_b14660.2_T001	Chir01Ox_b14660.2	AT1G14590
Peak8188	Chr7	2393011	2393472	+	0	NA	promoter-TSS	NA	33	Chir07Ox_b03560.2_T001	Chir07Ox_b03560.2	AT5G39320
Peak8189	Chr5	19930454	19930995	+	0	NA	promoter-TSS	NA	-120	Chir05Ox_b17700.2_T001	Chir05Ox_b17700.2	AT3G52250
Peak8190	Chr8	17714264	17715087	+	0	NA	intron	NA	1614	Chir08Ox_b24360.2_T002	Chir08Ox_b24360.2	AT5G61850
Peak8191	Chr2	18146870	18147330	+	0	NA	promoter-TSS	NA	-1613	Chir02Ox_b15930.2_T001	Chir02Ox_b15930.2	AT1G69490
Peak8192	Chr8	2068696	2069215	+	0	NA	promoter-TSS	NA	-64	Chir08Ox_b04530.2_T001	Chir08Ox_b04530.2	AT4G04770
Peak8193	Chr8	13145708	13146286	+	0	NA	promoter-TSS	NA	-827	Chir08Ox_b14050.2_T001	Chir08Ox_b14050.2	AT5G52400
Peak8194	Chr6	5676447	5676979	+	0	NA	promoter-TSS	NA	-259	Chir06Ox_b06880.2_T001	Chir06Ox_b06880.2	AT5G42990
Peak8195	Chr1	3090425	3090800	+	0	NA	TTS	NA	269	Chir01Ox_b08850.2_T001	Chir01Ox_b08850.2	AT1G09250
Peak8196	Chr3	22790529	22791435	+	0	NA	intron	NA	611	Chir03Ox_b34180.2_T002	Chir03Ox_b34180.2	AT2G19620
Peak8197	Chr7	22996967	22997423	+	0	NA	promoter-TSS	NA	-8	Chir07Ox_b27350.2_T002	Chir07Ox_b27350.2	AT4G30090
Peak8198	Chr6	16139348	16140298	+	0	NA	promoter-TSS	NA	-2149	Chir06Ox_b12860.2_T001	Chir06Ox_b12860.2	NA
Peak8199	Chr6	17029825	17030401	+	0	NA	promoter-TSS	NA	-288	Chir06Ox_b14490.2_T001	Chir06Ox_b14490.2	AT5G25280
Peak8200	Chr2	22932645	22933818	+	0	NA	promoter-TSS	NA	-97	Chir02Ox_b27450.2_T001	Chir02Ox_b27450.2	AT1G80490
Peak8201	Chr4	23455443	23455887	+	0	NA	promoter-TSS	NA	-222	Chir04Ox_b24830.2_T001	Chir04Ox_b24830.2	AT2G42060
Peak8202	Chr8	18085312	18086842	+	0	NA	Intergenic	NA	-4292	Chir08Ox_b25210.2_T001	Chir08Ox_b25210.2	AT5G62690
Peak8203	Chr6	23390893	23391386	+	0	NA	promoter-TSS	NA	-65	Chir06Ox_b30480.2_T004	Chir06Ox_b30480.2	AT5G08440
Peak8204	Chr6	22252975	22253581	+	0	NA	promoter-TSS	NA	-74	Chir06Ox_b27340.2_T001	Chir06Ox_b27340.2	AT5G11850
Peak8205	Chr5	20910792	20911230	+	0	NA	TTS	NA	3876	Chir05Ox_b20070.2_T001	Chir05Ox_b20070.2	AT3G54610
Peak8206	Chr6	16363274	16363835	+	0	NA	promoter-TSS	NA	-1920	Chir06Ox_b13260.2_T001	Chir06Ox_b13260.2	NA
Peak8207	Chr3	3250897	3251310	+	0	NA	TTS	NA	2857	Chir03Ox_b09580.2_T001	Chir03Ox_b09580.2	AT3G10370
Peak8208	Chr6	17944010	17944469	+	0	NA	promoter-TSS	NA	-883	Chir06Ox_b16280.2_T001	Chir06Ox_b16280.2	AT5G23440
Peak8209	Chr2	16733706	16734993	+	0	NA	promoter-TSS	NA	-2293	Chir02Ox_b13510.2_T001	Chir02Ox_b13510.2	AT1G67340
Peak8210	Chr5	14804171	14804712	+	0	NA	Intergenic	NA	-5009	Chir05Ox_b09740.2_T001	Chir05Ox_b09740.2	AT3G45060
Peak8211	Chr2	16916263	16916718	+	0	NA	promoter-TSS	NA	-969	Chir02Ox_b13760.2_T002	Chir02Ox_b13760.2	AT1G67570
Peak8212	Chr4	18904200	18905376	+	0	NA	promoter-TSS	NA	-549	Chir04Ox_b14370.2_T001	Chir04Ox_b14370.2	AT2G32460
Peak8213	Chr4	21635736	21636278	+	0	NA	Intergenic	NA	-7794	Chir04Ox_b20580.2_T001	Chir04Ox_b20580.2	AT2G38120
Peak8214	Chr3	20074710	20075148	+	0	NA	TTS	NA	3248	Chir03Ox_b30780.2_T001	Chir03Ox_b30780.2	AT2G16710
Peak8215	Chr8	9318473	9318930	+	0	NA	promoter-TSS	NA	-4	Chir08Ox_b10860.2_T001	Chir08Ox_b10860.2	NA
Peak8216	Chr6	22708330	22708882	+	0	NA	promoter-TSS	NA	-24	Chir06Ox_b28570.2_T001	Chir06Ox_b28570.2	AT5G10695
Peak8217	Chr3	8643954	8644509	+	0	NA	promoter-TSS	NA	-1617	Chir03Ox_b23220.2_T001	Chir03Ox_b23220.2	AT3G23150
Peak8218	Chr2	17099619	17100116	+	0	NA	Intergenic	NA	-4130	Chir02Ox_b14070.2_T001	Chir02Ox_b14070.2	AT1G67800
Peak8219	Chr5	9036581	9036953	+	0	NA	promoter-TSS	NA	-127	Chir05Ox_b07930.2_T001	Chir05Ox_b07930.2	AT3G42670
Peak8220	Chr1	13198155	13198952	+	0	NA	promoter-TSS	NA	-1639	Chir01Ox_b31810.2_T001	Chir01Ox_b31810.2	AT1G33250
Peak8221	Chr3	5713196	5713617	+	0	NA	promoter-TSS	NA	-7	Chir03Ox_b16410.2_T001	Chir03Ox_b16410.2	AT3G16620
Peak8222	Chr6	1108464	1109625	+	0	NA	TTS	NA	2507	Chir06Ox_b02130.2_T001	Chir06Ox_b02130.2	AT5G46080
Peak8223	Chr8	2386213	2386821	+	0	NA	promoter-TSS	NA	-235	Chir08Ox_b05200.2_T002	Chir08Ox_b05200.2	AT4G03820
Peak8224	Chr5	16435588	16436321	+	0	NA	promoter-TSS	NA	-94	Chir05Ox_b11450.2_T001	Chir05Ox_b11450.2	AT3G46620
Peak8225	Chr7	24559778	24561440	+	0	NA	promoter-TSS	NA	-603	Chir07Ox_b31250.2_T001	Chir07Ox_b31250.2	AT4G33920
Peak8226	Chr5	20817876	20818391	+	0	NA	promoter-TSS	NA	-115	Chir05Ox_b19820.2_T001	Chir05Ox_b19820.2	AT3G54340
Peak8227	Chr7	25752406	25753152	+	0	NA	promoter-TSS	NA	-241	Chir07Ox_b34420.2_T001	Chir07Ox_b34420.2	AT4G37150
Peak8228	Chr2	17267826	17268647	+	0	NA	promoter-TSS	NA	-2265	Chir02Ox_b14420.2_T001	Chir02Ox_b14420.2	AT1G68120
Peak8229	Chr2	8597020	8597389	+	0	NA	promoter-TSS	NA	65	Chir02Ox_b09490.2_T002	Chir02Ox_b09490.2	NA
Peak8230	Chr8	13606733	13607192	+	0	NA	promoter-TSS	NA	-1006	Chir08Ox_b14910.2_T001	Chir08Ox_b14910.2	AT5G53140
Peak8231	Chr4	25369907	25370417	+	0	NA	promoter-TSS	NA	-234	Chir04Ox_b29930.2_T001	Chir04Ox_b29930.2	AT2G47000
Peak8232	Chr1	6644111	6645456	+	0	NA	promoter-TSS	NA	-1782	Chir01Ox_b18940.2_T001	Chir01Ox_b18940.2	AT1G18890
Peak8233	Chr1	3174935	3175397	+	0	NA	promoter-TSS	NA	-2334	Chir01Ox_b09130.2_T001	Chir01Ox_b09130.2	AT1G09540
Peak8234	Chr3	3500336	3500791	+	0	NA	promoter-TSS	NA	-208	Chir03Ox_b10320.2_T001	Chir03Ox_b10320.2	AT3G11000
Peak8235	Chr8	10697619	10697977	+	0	NA	promoter-TSS	NA	-1136	Chir08Ox_b11710.2_T001	Chir08Ox_b11710.2	AT5G50410
Peak8236	Chr7	14006144	14006616	+	0	NA	promoter-TSS	NA	-1820	Chir07Ox_b09420.2_T001	Chir07Ox_b09420.2	NA
Peak8237	Chr7	12874608	12875287	+	0	NA	Intergenic	NA	15759	Chir07Ox_b08910.2_T001	Chir07Ox_b08910.2	NA
Peak8238	Chr6	24089815	24090394	+	0	NA	promoter-TSS	NA	-1249	Chir06Ox_b32370.2_T001	Chir06Ox_b32370.2	AT5G06620
